"month","G1","G2","G3","G4"
3,72.0514206879927,64.7069915448914,55.5628715206411,47.2133556464449
4,4.4703411095937,5.92973394032285,8.37665783523838,8.38102131532852
5,11.5310191911583,12.2974995684297,13.5368055749332,13.6975517521649
6,22.5795807577401,19.7798195147796,18.4111016145512,18.1291144333219
